Identification,Condition,Healthy,Scab,Anthracnose
Avocado 1457,Healthy,1,0,0
Avocado 1458,Scab,0,1,0
Avocado 1459,Healthy,1,0,0
Avocado 1460,Anthracnose,0,0,1
Avocado 1461,Scab,0,1,0
Avocado 1462,Healthy,1,0,0
Avocado 1463,Healthy,1,0,0
Avocado 1464,Healthy,1,0,0
Avocado 1465,Healthy,1,0,0
Avocado 1466,Healthy,1,0,0
Avocado 1467,Healthy,1,0,0
Avocado 1468,Healthy,1,0,0
Avocado 1469,Scab,0,1,0
Avocado 1470,Anthracnose,0,0,1
Avocado 1471,Healthy,1,0,0
Avocado 1472,Healthy,1,0,0
Avocado 1473,Anthracnose,0,0,1
Avocado 1474,Scab,0,1,0
Avocado 1475,Healthy,1,0,0
Avocado 1476,Anthracnose,0,0,1
Avocado 1477,Healthy,1,0,0
Avocado 1478,Healthy,1,0,0
Avocado 1479,Anthracnose,0,0,1
Avocado 1480,Anthracnose,0,0,1
Avocado 1481,Healthy,1,0,0
Avocado 1482,Healthy,1,0,0
Avocado 1483,Healthy,1,0,0
Avocado 1484,Healthy,1,0,0
Avocado 1485,Scab,0,1,0
Avocado 1486,Scab,0,1,0
Avocado 1487,Scab,0,1,0
Avocado 1488,Scab,0,1,0
Avocado 1489,Scab,0,1,0
Avocado 1490,Scab,0,1,0
Avocado 1491,Healthy,1,0,0
Avocado 1492,Healthy,1,0,0
Avocado 1493,Anthracnose,0,0,1
Avocado 1494,Anthracnose,0,0,1
Avocado 1495,Anthracnose,0,0,1
Avocado 1496,Anthracnose,0,0,1
Avocado 1497,Healthy,1,0,0
Avocado 1498,Healthy,1,0,0
Avocado 1499,Anthracnose,0,0,1
Avocado 1500,Anthracnose,0,0,1
Avocado 1501,Healthy,1,0,0
Avocado 1502,Healthy,1,0,0
Avocado 1503,Healthy,1,0,0
Avocado 1504,Healthy,1,0,0
Avocado 1505,Healthy,1,0,0
Avocado 1506,Healthy,1,0,0
Avocado 1507,Healthy,1,0,0
Avocado 1508,Healthy,1,0,0
Avocado 1509,Healthy,1,0,0
Avocado 1510,Anthracnose,0,0,1
Avocado 1511,Healthy,1,0,0
Avocado 1512,Healthy,1,0,0
Avocado 1513,Anthracnose,0,0,1
Avocado 1514,Healthy,1,0,0
Avocado 1515,Healthy,1,0,0
Avocado 1516,Scab,0,1,0
Avocado 1517,Healthy,1,0,0
Avocado 1518,Healthy,1,0,0
Avocado 1519,Anthracnose,0,0,1
Avocado 1520,Anthracnose,0,0,1
Avocado 1521,Anthracnose,0,0,1
Avocado 1522,Anthracnose,0,0,1
Avocado 1523,Anthracnose,0,0,1
Avocado 1524,Scab,0,1,0
Avocado 1525,Scab,0,1,0
Avocado 1526,Scab,0,1,0
Avocado 1527,Healthy,1,0,0
Avocado 1528,Healthy,1,0,0
Avocado 1529,Anthracnose,0,0,1
Avocado 1530,Scab,0,1,0
Avocado 1531,Healthy,1,0,0
Avocado 1532,Anthracnose,0,0,1
Avocado 1533,Healthy,1,0,0
Avocado 1534,Anthracnose,0,0,1
Avocado 1535,Anthracnose,0,0,1
Avocado 1536,Scab,0,1,0
Avocado 1537,Scab,0,1,0
Avocado 1538,Healthy,1,0,0
Avocado 1539,Anthracnose,0,0,1
Avocado 1540,Anthracnose,0,0,1
Avocado 1541,Healthy,1,0,0
Avocado 1542,Healthy,1,0,0
Avocado 1543,Scab,0,1,0
Avocado 1544,Scab,0,1,0
Avocado 1545,Healthy,1,0,0
Avocado 1546,Anthracnose,0,0,1
Avocado 1547,Healthy,1,0,0
Avocado 1548,Healthy,1,0,0
Avocado 1549,Anthracnose,0,0,1
Avocado 1550,Healthy,1,0,0
Avocado 1551,Healthy,1,0,0
Avocado 1552,Scab,0,1,0
Avocado 1553,Anthracnose,0,0,1
Avocado 1554,Healthy,1,0,0
Avocado 1555,Healthy,1,0,0
Avocado 1556,Anthracnose,0,0,1
Avocado 1557,Anthracnose,0,0,1
Avocado 1558,Anthracnose,0,0,1
Avocado 1559,Scab,0,1,0
Avocado 1560,Anthracnose,0,0,1
Avocado 1561,Healthy,1,0,0
Avocado 1562,Healthy,1,0,0
Avocado 1563,Healthy,1,0,0
Avocado 1564,Healthy,1,0,0
Avocado 1565,Healthy,1,0,0
Avocado 1566,Healthy,1,0,0
Avocado 1567,Healthy,1,0,0
Avocado 1568,Healthy,1,0,0
Avocado 1569,Healthy,1,0,0
Avocado 1570,Scab,0,1,0
Avocado 1571,Scab,0,1,0
Avocado 1572,Anthracnose,0,0,1
Avocado 1573,Anthracnose,0,0,1
Avocado 1574,Healthy,1,0,0
Avocado 1575,Healthy,1,0,0
Avocado 1576,Healthy,1,0,0
Avocado 1577,Healthy,1,0,0
Avocado 1578,Healthy,1,0,0
Avocado 1579,Healthy,1,0,0
Avocado 1580,Healthy,1,0,0
Avocado 1581,Healthy,1,0,0
Avocado 1582,Scab,0,1,0
Avocado 1583,Scab,0,1,0
Avocado 1584,Anthracnose,0,0,1
Avocado 1585,Healthy,1,0,0
Avocado 1586,Healthy,1,0,0
Avocado 1587,Anthracnose,0,0,1
Avocado 1588,Anthracnose,0,0,1
Avocado 1589,Anthracnose,0,0,1
Avocado 1590,Healthy,1,0,0
Avocado 1591,Healthy,1,0,0
Avocado 1592,Anthracnose,0,0,1
Avocado 1593,Anthracnose,0,0,1
Avocado 1594,Healthy,1,0,0
Avocado 1595,Scab,0,1,0
Avocado 1596,Scab,0,1,0
Avocado 1597,Healthy,1,0,0
Avocado 1598,Healthy,1,0,0
Avocado 1599,Healthy,1,0,0
Avocado 1600,Healthy,1,0,0
Avocado 1601,Healthy,1,0,0
Avocado 1602,Healthy,1,0,0
Avocado 1603,Anthracnose,0,0,1
Avocado 1604,Anthracnose,0,0,1
Avocado 1605,Healthy,1,0,0
Avocado 1606,Healthy,1,0,0
Avocado 1607,Anthracnose,0,0,1
Avocado 1608,Anthracnose,0,0,1
Avocado 1609,Anthracnose,0,0,1
Avocado 1610,Anthracnose,0,0,1
Avocado 1611,Anthracnose,0,0,1
Avocado 1612,Anthracnose,0,0,1
Avocado 1613,Anthracnose,0,0,1
Avocado 1614,Scab,0,1,0
Avocado 1615,Healthy,1,0,0
Avocado 1616,Healthy,1,0,0
Avocado 1617,Anthracnose,0,0,1
Avocado 1618,Scab,0,1,0
Avocado 1619,Scab,0,1,0
Avocado 1620,Anthracnose,0,0,1
Avocado 1621,Anthracnose,0,0,1
Avocado 1622,Anthracnose,0,0,1
Avocado 1623,Healthy,1,0,0
Avocado 1624,Healthy,1,0,0
Avocado 1625,Healthy,1,0,0
Avocado 1626,Healthy,1,0,0
Avocado 1627,Healthy,1,0,0
Avocado 1628,Anthracnose,0,0,1
Avocado 1629,Anthracnose,0,0,1
Avocado 1630,Anthracnose,0,0,1
Avocado 1631,Scab,0,1,0
Avocado 1632,Healthy,1,0,0
Avocado 1633,Healthy,1,0,0
Avocado 1634,Anthracnose,0,0,1
Avocado 1635,Healthy,1,0,0
Avocado 1636,Healthy,1,0,0
Avocado 1637,Scab,0,1,0
Avocado 1638,Anthracnose,0,0,1
Avocado 1639,Anthracnose,0,0,1
Avocado 1640,Anthracnose,0,0,1
Avocado 1641,Anthracnose,0,0,1
Avocado 1642,Anthracnose,0,0,1
Avocado 1643,Anthracnose,0,0,1
Avocado 1644,Healthy,1,0,0
Avocado 1645,Healthy,1,0,0
Avocado 1646,Anthracnose,0,0,1
Avocado 1647,Anthracnose,0,0,1
Avocado 1648,Healthy,1,0,0
Avocado 1649,Anthracnose,0,0,1
Avocado 1650,Healthy,1,0,0
Avocado 1651,Healthy,1,0,0
Avocado 1652,Healthy,1,0,0
Avocado 1653,Healthy,1,0,0
Avocado 1654,Anthracnose,0,0,1
Avocado 1655,Anthracnose,0,0,1
Avocado 1656,Healthy,1,0,0
Avocado 1657,Healthy,1,0,0
Avocado 1658,Healthy,1,0,0
Avocado 1659,Healthy,1,0,0
Avocado 1660,Healthy,1,0,0
Avocado 1661,Anthracnose,0,0,1
Avocado 1662,Anthracnose,0,0,1
Avocado 1663,Anthracnose,0,0,1
Avocado 1664,Scab,0,1,0
Avocado 1665,Scab,0,1,0
Avocado 1666,Scab,0,1,0
Avocado 1667,Healthy,1,0,0
Avocado 1668,Healthy,1,0,0
Avocado 1669,Healthy,1,0,0
Avocado 1670,Scab,0,1,0
Avocado 1671,Scab,0,1,0
Avocado 1672,Scab,0,1,0
Avocado 1673,Scab,0,1,0
Avocado 1674,Anthracnose,0,0,1
Avocado 1675,Anthracnose,0,0,1
Avocado 1676,Anthracnose,0,0,1
Avocado 1677,Anthracnose,0,0,1
Avocado 1678,Healthy,1,0,0
Avocado 1679,Healthy,1,0,0
Avocado 1680,Healthy,1,0,0
Avocado 1681,Healthy,1,0,0
Avocado 1682,Scab,0,1,0
Avocado 1683,Anthracnose,0,0,1
Avocado 1684,Anthracnose,0,0,1
Avocado 1685,Anthracnose,0,0,1
Avocado 1686,Healthy,1,0,0
Avocado 1687,Healthy,1,0,0
Avocado 1688,Anthracnose,0,0,1
Avocado 1689,Healthy,1,0,0
Avocado 1690,Anthracnose,0,0,1
Avocado 1691,Anthracnose,0,0,1
Avocado 1692,Healthy,1,0,0
Avocado 1693,Healthy,1,0,0
Avocado 1694,Healthy,1,0,0
Avocado 1695,Anthracnose,0,0,1
Avocado 1696,Anthracnose,0,0,1
Avocado 1697,Anthracnose,0,0,1
Avocado 1698,Healthy,1,0,0
Avocado 1699,Anthracnose,0,0,1
Avocado 1700,Healthy,1,0,0
Avocado 1701,Healthy,1,0,0
Avocado 1702,Healthy,1,0,0
Avocado 1703,Healthy,1,0,0
Avocado 1704,Scab,0,1,0
Avocado 1705,Healthy,1,0,0
Avocado 1706,Scab,0,1,0
Avocado 1707,Anthracnose,0,0,1
Avocado 1708,Scab,0,1,0
Avocado 1709,Scab,0,1,0
Avocado 1710,Healthy,1,0,0
Avocado 1711,Scab,0,1,0
Avocado 1712,Anthracnose,0,0,1
Avocado 1713,Anthracnose,0,0,1
Avocado 1714,Scab,0,1,0
Avocado 1715,Scab,0,1,0
Avocado 1716,Scab,0,1,0
Avocado 1717,Scab,0,1,0
Avocado 1718,Scab,0,1,0
Avocado 1719,Anthracnose,0,0,1
Avocado 1720,Anthracnose,0,0,1
Avocado 1721,Anthracnose,0,0,1
Avocado 1722,Anthracnose,0,0,1
Avocado 1723,Anthracnose,0,0,1
Avocado 1724,Anthracnose,0,0,1
Avocado 1725,Anthracnose,0,0,1
Avocado 1726,Scab,0,1,0
Avocado 1727,Scab,0,1,0
Avocado 1728,Scab,0,1,0
Avocado 1729,Scab,0,1,0
Avocado 1730,Scab,0,1,0
Avocado 1731,Scab,0,1,0
Avocado 1732,Scab,0,1,0
Avocado 1733,Scab,0,1,0
Avocado 1734,Scab,0,1,0
Avocado 1735,Scab,0,1,0
Avocado 1736,Scab,0,1,0
Avocado 1737,Scab,0,1,0
Avocado 1738,Scab,0,1,0
Avocado 1739,Scab,0,1,0
Avocado 1740,Scab,0,1,0
Avocado 1741,Scab,0,1,0
Avocado 1742,Scab,0,1,0
Avocado 1743,Anthracnose,0,0,1
Avocado 1744,Scab,0,1,0
Avocado 1745,Healthy,1,0,0
Avocado 1746,Scab,0,1,0
Avocado 1747,Scab,0,1,0
Avocado 1748,Scab,0,1,0
Avocado 1749,Anthracnose,0,0,1
Avocado 1750,Anthracnose,0,0,1
Avocado 1751,Anthracnose,0,0,1
Avocado 1752,Anthracnose,0,0,1
Avocado 1753,Anthracnose,0,0,1
Avocado 1754,Anthracnose,0,0,1
Avocado 1755,Anthracnose,0,0,1
Avocado 1756,Scab,0,1,0
Avocado 1757,Scab,0,1,0
Avocado 1758,Scab,0,1,0
Avocado 1759,Scab,0,1,0
Avocado 1760,Scab,0,1,0
Avocado 1761,Scab,0,1,0
Avocado 1762,Scab,0,1,0
Avocado 1763,Scab,0,1,0
Avocado 1764,Scab,0,1,0
Avocado 1765,Scab,0,1,0
Avocado 1766,Scab,0,1,0
Avocado 1767,Anthracnose,0,0,1
Avocado 1768,Anthracnose,0,0,1
Avocado 1769,Scab,0,1,0
Avocado 1770,Scab,0,1,0
Avocado 1771,Scab,0,1,0
Avocado 1772,Scab,0,1,0
Avocado 1773,Anthracnose,0,0,1
Avocado 1774,Scab,0,1,0
Avocado 1775,Healthy,1,0,0
Avocado 1776,Scab,0,1,0
Avocado 1777,Healthy,1,0,0
Avocado 1778,Scab,0,1,0
Avocado 1779,Anthracnose,0,0,1
Avocado 1780,Anthracnose,0,0,1
Avocado 1781,Scab,0,1,0
Avocado 1782,Scab,0,1,0
Avocado 1783,Healthy,1,0,0
Avocado 1784,Healthy,1,0,0
Avocado 1785,Anthracnose,0,0,1
Avocado 1786,Anthracnose,0,0,1
Avocado 1787,Scab,0,1,0
Avocado 1788,Healthy,1,0,0
Avocado 1789,Scab,0,1,0
Avocado 1790,Scab,0,1,0
Avocado 1791,Scab,0,1,0
Avocado 1792,Scab,0,1,0
Avocado 1793,Scab,0,1,0
Avocado 1794,Scab,0,1,0
Avocado 1795,Anthracnose,0,0,1
Avocado 1796,Scab,0,1,0
Avocado 1797,Anthracnose,0,0,1
Avocado 1798,Anthracnose,0,0,1
Avocado 1799,Anthracnose,0,0,1
Avocado 1800,Anthracnose,0,0,1
Avocado 1801,Scab,0,1,0
Avocado 1802,Scab,0,1,0
Avocado 1803,Scab,0,1,0
Avocado 1804,Scab,0,1,0
Avocado 1805,Scab,0,1,0
Avocado 1806,Scab,0,1,0
Avocado 1807,Scab,0,1,0
Avocado 1808,Scab,0,1,0
Avocado 1809,Scab,0,1,0
Avocado 1810,Scab,0,1,0
Avocado 1811,Anthracnose,0,0,1
Avocado 1812,Anthracnose,0,0,1
Avocado 1813,Scab,0,1,0
Avocado 1814,Anthracnose,0,0,1
Avocado 1815,Scab,0,1,0
Avocado 1816,Anthracnose,0,0,1
Avocado 1817,Anthracnose,0,0,1
Avocado 1818,Anthracnose,0,0,1
Avocado 1819,Anthracnose,0,0,1
Avocado 1820,Anthracnose,0,0,1
Avocado 1821,Scab,0,1,0
Avocado 1822,Anthracnose,0,0,1
Avocado 1823,Scab,0,1,0
Avocado 1824,Scab,0,1,0
Avocado 1825,Scab,0,1,0
Avocado 1826,Scab,0,1,0
Avocado 1827,Scab,0,1,0
Avocado 1828,Scab,0,1,0
Avocado 1829,Scab,0,1,0
Avocado 1830,Scab,0,1,0
Avocado 1831,Scab,0,1,0
Avocado 1832,Scab,0,1,0
Avocado 1833,Scab,0,1,0
Avocado 1834,Healthy,1,0,0
Avocado 1835,Scab,0,1,0
Avocado 1836,Scab,0,1,0
Avocado 1837,Healthy,1,0,0
Avocado 1838,Healthy,1,0,0
Avocado 1839,Healthy,1,0,0
Avocado 1840,Healthy,1,0,0
Avocado 1841,Healthy,1,0,0
Avocado 1842,Scab,0,1,0
Avocado 1843,Scab,0,1,0
Avocado 1844,Healthy,1,0,0
Avocado 1845,Healthy,1,0,0
Avocado 1846,Scab,0,1,0
Avocado 1847,Scab,0,1,0
Avocado 1848,Healthy,1,0,0
Avocado 1849,Healthy,1,0,0
Avocado 1850,Healthy,1,0,0
Avocado 1851,Scab,0,1,0
Avocado 1852,Healthy,1,0,0
Avocado 1853,Healthy,1,0,0
Avocado 1854,Scab,0,1,0
Avocado 1855,Scab,0,1,0
Avocado 1856,Scab,0,1,0
Avocado 1857,Scab,0,1,0
Avocado 1858,Scab,0,1,0
Avocado 1859,Scab,0,1,0
Avocado 1860,Healthy,1,0,0
Avocado 1861,Scab,0,1,0
Avocado 1862,Healthy,1,0,0
Avocado 1863,Healthy,1,0,0
Avocado 1864,Healthy,1,0,0
Avocado 1865,Healthy,1,0,0
Avocado 1866,Healthy,1,0,0
Avocado 1867,Healthy,1,0,0
Avocado 1868,Healthy,1,0,0
Avocado 1869,Healthy,1,0,0
Avocado 1870,Scab,0,1,0
Avocado 1871,Healthy,1,0,0
Avocado 1872,Healthy,1,0,0
Avocado 1873,Healthy,1,0,0
Avocado 1874,Healthy,1,0,0
Avocado 1875,Healthy,1,0,0
Avocado 1876,Healthy,1,0,0
Avocado 1877,Scab,0,1,0
Avocado 1878,Healthy,1,0,0
Avocado 1879,Healthy,1,0,0
Avocado 1880,Healthy,1,0,0
Avocado 1881,Healthy,1,0,0
Avocado 1882,Scab,0,1,0
Avocado 1883,Scab,0,1,0
Avocado 1884,Scab,0,1,0
Avocado 1885,Scab,0,1,0
Avocado 1886,Anthracnose,0,0,1
Avocado 1887,Scab,0,1,0
Avocado 1888,Healthy,1,0,0
Avocado 1889,Healthy,1,0,0
Avocado 1890,Healthy,1,0,0
Avocado 1891,Healthy,1,0,0
Avocado 1892,Healthy,1,0,0
Avocado 1893,Healthy,1,0,0
Avocado 1894,Healthy,1,0,0
Avocado 1895,Healthy,1,0,0
Avocado 1896,Healthy,1,0,0
Avocado 1897,Healthy,1,0,0
Avocado 1898,Healthy,1,0,0
Avocado 1899,Healthy,1,0,0
Avocado 1900,Scab,0,1,0
Avocado 1901,Healthy,1,0,0
Avocado 1902,Healthy,1,0,0
Avocado 1903,Scab,0,1,0
Avocado 1904,Healthy,1,0,0
Avocado 1905,Scab,0,1,0
Avocado 1906,Healthy,1,0,0
Avocado 1907,Healthy,1,0,0
Avocado 1908,Healthy,1,0,0
Avocado 1909,Healthy,1,0,0
Avocado 1910,Healthy,1,0,0
Avocado 1911,Healthy,1,0,0
Avocado 1912,Healthy,1,0,0
Avocado 1913,Healthy,1,0,0
Avocado 1914,Scab,0,1,0
Avocado 1915,Healthy,1,0,0
Avocado 1916,Scab,0,1,0
Avocado 1917,Healthy,1,0,0
Avocado 1918,Scab,0,1,0
Avocado 1919,Healthy,1,0,0
Avocado 1920,Scab,0,1,0
Avocado 1921,Healthy,1,0,0
Avocado 1922,Scab,0,1,0
Avocado 1923,Anthracnose,0,0,1
Avocado 1924,Healthy,1,0,0
Avocado 1925,Healthy,1,0,0
Avocado 1926,Scab,0,1,0
Avocado 1927,Scab,0,1,0
Avocado 1928,Scab,0,1,0
Avocado 1929,Scab,0,1,0
Avocado 1930,Healthy,1,0,0
Avocado 1931,Scab,0,1,0
Avocado 1932,Anthracnose,0,0,1
Avocado 1933,Anthracnose,0,0,1
Avocado 1934,Scab,0,1,0
Avocado 1935,Healthy,1,0,0
Avocado 1936,Healthy,1,0,0
Avocado 1937,Healthy,1,0,0
Avocado 1938,Healthy,1,0,0
Avocado 1939,Healthy,1,0,0
Avocado 1940,Healthy,1,0,0
Avocado 1941,Healthy,1,0,0
Avocado 1942,Healthy,1,0,0
Avocado 1943,Anthracnose,0,0,1
Avocado 1944,Scab,0,1,0
Avocado 1945,Scab,0,1,0
Avocado 1946,Scab,0,1,0
Avocado 1947,Healthy,1,0,0
Avocado 1948,Healthy,1,0,0
Avocado 1949,Healthy,1,0,0
Avocado 1950,Healthy,1,0,0
Avocado 1951,Healthy,1,0,0
Avocado 1952,Healthy,1,0,0
Avocado 1953,Anthracnose,0,0,1
Avocado 1954,Anthracnose,0,0,1
Avocado 1955,Anthracnose,0,0,1
Avocado 1956,Scab,0,1,0
Avocado 1957,Anthracnose,0,0,1
Avocado 1958,Anthracnose,0,0,1
Avocado 1959,Healthy,1,0,0
Avocado 1960,Scab,0,1,0
Avocado 1961,Healthy,1,0,0
Avocado 1962,Scab,0,1,0
Avocado 1963,Anthracnose,0,0,1
Avocado 1964,Anthracnose,0,0,1
Avocado 1965,Anthracnose,0,0,1
Avocado 1966,Anthracnose,0,0,1
Avocado 1967,Anthracnose,0,0,1
Avocado 1968,Healthy,1,0,0
Avocado 1969,Healthy,1,0,0
Avocado 1970,Scab,0,1,0
Avocado 1971,Anthracnose,0,0,1
Avocado 1972,Healthy,1,0,0
Avocado 1973,Healthy,1,0,0
Avocado 1974,Healthy,1,0,0
Avocado 1975,Healthy,1,0,0
Avocado 1976,Anthracnose,0,0,1
Avocado 1977,Scab,0,1,0
Avocado 1978,Healthy,1,0,0
Avocado 1979,Healthy,1,0,0
Avocado 1980,Healthy,1,0,0
Avocado 1981,Anthracnose,0,0,1
Avocado 1982,Healthy,1,0,0
Avocado 1983,Healthy,1,0,0
Avocado 1984,Healthy,1,0,0
Avocado 1985,Healthy,1,0,0
Avocado 1986,Healthy,1,0,0
Avocado 1987,Healthy,1,0,0
Avocado 1988,Healthy,1,0,0
Avocado 1989,Healthy,1,0,0
Avocado 1990,Scab,0,1,0
Avocado 1991,Healthy,1,0,0
Avocado 1992,Anthracnose,0,0,1
Avocado 1993,Healthy,1,0,0
Avocado 1994,Healthy,1,0,0
Avocado 1995,Healthy,1,0,0
Avocado 1996,Healthy,1,0,0
Avocado 1997,Healthy,1,0,0
Avocado 1998,Healthy,1,0,0
Avocado 1999,Healthy,1,0,0
Avocado 2000,Anthracnose,0,0,1
Avocado 2001,Healthy,1,0,0
Avocado 2002,Healthy,1,0,0
Avocado 2003,Healthy,1,0,0
Avocado 2004,Healthy,1,0,0
Avocado 2005,Healthy,1,0,0
Avocado 2006,Healthy,1,0,0
Avocado 2007,Healthy,1,0,0
Avocado 2008,Healthy,1,0,0
Avocado 2009,Healthy,1,0,0
Avocado 2010,Scab,0,1,0
Avocado 2011,Anthracnose,0,0,1
Avocado 2012,Healthy,1,0,0
Avocado 2013,Healthy,1,0,0
Avocado 2014,Healthy,1,0,0
Avocado 2015,Healthy,1,0,0
Avocado 2016,Healthy,1,0,0
Avocado 2017,Scab,0,1,0
Avocado 2018,Healthy,1,0,0
Avocado 2019,Healthy,1,0,0
Avocado 2020,Scab,0,1,0
Avocado 2021,Scab,0,1,0
Avocado 2022,Anthracnose,0,0,1
Avocado 2023,Healthy,1,0,0
Avocado 2024,Healthy,1,0,0
Avocado 2025,Healthy,1,0,0
Avocado 2026,Healthy,1,0,0
Avocado 2027,Scab,0,1,0
Avocado 2028,Healthy,1,0,0
Avocado 2029,Anthracnose,0,0,1
Avocado 2030,Scab,0,1,0
Avocado 2031,Healthy,1,0,0
Avocado 2032,Healthy,1,0,0
Avocado 2033,Healthy,1,0,0
Avocado 2034,Healthy,1,0,0
Avocado 2035,Healthy,1,0,0
Avocado 2036,Healthy,1,0,0
Avocado 2037,Healthy,1,0,0
Avocado 2038,Scab,0,1,0
Avocado 2039,Anthracnose,0,0,1
Avocado 2040,Healthy,1,0,0
Avocado 2041,Healthy,1,0,0
Avocado 2042,Anthracnose,0,0,1
Avocado 2043,Scab,0,1,0
Avocado 2044,Healthy,1,0,0
Avocado 2045,Anthracnose,0,0,1
Avocado 2046,Healthy,1,0,0
Avocado 2047,Healthy,1,0,0
Avocado 2048,Anthracnose,0,0,1
Avocado 2049,Anthracnose,0,0,1
Avocado 2050,Healthy,1,0,0
Avocado 2051,Healthy,1,0,0
Avocado 2052,Healthy,1,0,0
Avocado 2053,Healthy,1,0,0
Avocado 2054,Scab,0,1,0
Avocado 2055,Scab,0,1,0
Avocado 2056,Scab,0,1,0
Avocado 2057,Scab,0,1,0
Avocado 2058,Scab,0,1,0
Avocado 2059,Scab,0,1,0
Avocado 2060,Healthy,1,0,0
Avocado 2061,Healthy,1,0,0
Avocado 2062,Anthracnose,0,0,1
Avocado 2063,Anthracnose,0,0,1
Avocado 2064,Anthracnose,0,0,1
Avocado 2065,Anthracnose,0,0,1
Avocado 2066,Healthy,1,0,0
Avocado 2067,Healthy,1,0,0
Avocado 2068,Anthracnose,0,0,1
Avocado 2069,Anthracnose,0,0,1
Avocado 2070,Healthy,1,0,0
Avocado 2071,Healthy,1,0,0
Avocado 2072,Healthy,1,0,0
Avocado 2073,Healthy,1,0,0
Avocado 2074,Healthy,1,0,0
Avocado 2075,Healthy,1,0,0
Avocado 2076,Healthy,1,0,0
Avocado 2077,Healthy,1,0,0
Avocado 2078,Healthy,1,0,0
Avocado 2079,Anthracnose,0,0,1
Avocado 2080,Healthy,1,0,0
Avocado 2081,Healthy,1,0,0
Avocado 2082,Anthracnose,0,0,1
Avocado 2083,Healthy,1,0,0
Avocado 2084,Healthy,1,0,0
Avocado 2085,Scab,0,1,0
Avocado 2086,Healthy,1,0,0
Avocado 2087,Healthy,1,0,0
Avocado 2088,Anthracnose,0,0,1
Avocado 2089,Anthracnose,0,0,1
Avocado 2090,Anthracnose,0,0,1
Avocado 2091,Anthracnose,0,0,1
Avocado 2092,Anthracnose,0,0,1
Avocado 2093,Scab,0,1,0
Avocado 2094,Scab,0,1,0
Avocado 2095,Scab,0,1,0
Avocado 2096,Healthy,1,0,0
Avocado 2097,Healthy,1,0,0
Avocado 2098,Anthracnose,0,0,1
Avocado 2099,Scab,0,1,0
Avocado 2100,Healthy,1,0,0
Avocado 2101,Anthracnose,0,0,1
Avocado 2102,Healthy,1,0,0
Avocado 2103,Anthracnose,0,0,1
Avocado 2104,Anthracnose,0,0,1
Avocado 2105,Scab,0,1,0
Avocado 2106,Scab,0,1,0
Avocado 2107,Healthy,1,0,0
Avocado 2108,Anthracnose,0,0,1
Avocado 2109,Anthracnose,0,0,1
Avocado 2110,Healthy,1,0,0
Avocado 2111,Healthy,1,0,0
Avocado 2112,Scab,0,1,0
Avocado 2113,Scab,0,1,0
Avocado 2114,Healthy,1,0,0
Avocado 2115,Anthracnose,0,0,1
Avocado 2116,Healthy,1,0,0
Avocado 2117,Healthy,1,0,0
Avocado 2118,Anthracnose,0,0,1
Avocado 2119,Healthy,1,0,0
Avocado 2120,Healthy,1,0,0
Avocado 2121,Scab,0,1,0
Avocado 2122,Anthracnose,0,0,1
Avocado 2123,Healthy,1,0,0
Avocado 2124,Healthy,1,0,0
Avocado 2125,Anthracnose,0,0,1
Avocado 2126,Anthracnose,0,0,1
Avocado 2127,Anthracnose,0,0,1
Avocado 2128,Scab,0,1,0
Avocado 2129,Anthracnose,0,0,1
Avocado 2130,Healthy,1,0,0
Avocado 2131,Healthy,1,0,0
Avocado 2132,Healthy,1,0,0
Avocado 2133,Healthy,1,0,0
Avocado 2134,Healthy,1,0,0
Avocado 2135,Healthy,1,0,0
Avocado 2136,Healthy,1,0,0
Avocado 2137,Healthy,1,0,0
Avocado 2138,Healthy,1,0,0
Avocado 2139,Scab,0,1,0
Avocado 2140,Scab,0,1,0
Avocado 2141,Anthracnose,0,0,1
Avocado 2142,Anthracnose,0,0,1
Avocado 2143,Healthy,1,0,0
Avocado 2144,Healthy,1,0,0
Avocado 2145,Healthy,1,0,0
Avocado 2146,Healthy,1,0,0
Avocado 2147,Healthy,1,0,0
Avocado 2148,Healthy,1,0,0
Avocado 2149,Healthy,1,0,0
Avocado 2150,Healthy,1,0,0
Avocado 2151,Scab,0,1,0
Avocado 2152,Scab,0,1,0
Avocado 2153,Anthracnose,0,0,1
Avocado 2154,Healthy,1,0,0
Avocado 2155,Healthy,1,0,0
Avocado 2156,Anthracnose,0,0,1
Avocado 2157,Anthracnose,0,0,1
Avocado 2158,Anthracnose,0,0,1
Avocado 2159,Healthy,1,0,0
Avocado 2160,Healthy,1,0,0
Avocado 2161,Anthracnose,0,0,1
Avocado 2162,Anthracnose,0,0,1
Avocado 2163,Healthy,1,0,0
Avocado 2164,Scab,0,1,0
Avocado 2165,Scab,0,1,0
Avocado 2166,Healthy,1,0,0
Avocado 2167,Healthy,1,0,0
Avocado 2168,Healthy,1,0,0
Avocado 2169,Healthy,1,0,0
Avocado 2170,Healthy,1,0,0
Avocado 2171,Healthy,1,0,0
Avocado 2172,Anthracnose,0,0,1
Avocado 2173,Anthracnose,0,0,1
Avocado 2174,Healthy,1,0,0
Avocado 2175,Healthy,1,0,0
Avocado 2176,Anthracnose,0,0,1
Avocado 2177,Anthracnose,0,0,1
Avocado 2178,Anthracnose,0,0,1
Avocado 2179,Anthracnose,0,0,1
Avocado 2180,Anthracnose,0,0,1
Avocado 2181,Anthracnose,0,0,1
